Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time(time.perf_counter()),Inference Time(time.perf_counter()
acute-nephritis,MadaBoost,8,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4982993197278912,3.69,0.06
acute-nephritis,MadaBoost,9,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9166666666666666,0.14285714285714285,1.0,0.9166666666666669,0.0,0.4642857142857143,3.81,0.08
acute-nephritis,MadaBoost,10,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.5833333333333334,3.46,0.05
acute-nephritis,AdaBoost,1,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.6666666666666666,0.0,0.2,0.8181818181818181,0.2285714285714285,0.503968253968254,3.62,0.08
acute-nephritis,AdaBoost,2,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.494047619047619,3.56,0.05
acute-nephritis,AdaBoost,3,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.494047619047619,3.75,0.08
acute-nephritis,AdaBoost,4,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.523809523809524,3.54,0.05
acute-nephritis,AdaBoost,5,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.494047619047619,3.61,0.08
acute-nephritis,AdaBoost,6,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.494047619047619,3.48,0.06
acute-nephritis,AdaBoost,7,"{'clf__n_estimators': 251, 'clf__learning_rate': 0.2, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=28,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.5833333333333334,2.78,0.0
acute-nephritis,AdaBoost,8,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4982993197278912,3.86,0.08
acute-nephritis,AdaBoost,9,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9166666666666666,0.14285714285714285,1.0,0.9166666666666669,0.0,0.4642857142857143,3.35,0.06
acute-nephritis,AdaBoost,10,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.5833333333333334,3.9,0.08
acute-nephritis,LogitBoost,1,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.6666666666666666,0.0,0.2,0.8181818181818181,0.0,0.503968253968254,22.25,0.02
acute-nephritis,LogitBoost,2,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.494047619047619,22.79,0.03
acute-nephritis,LogitBoost,3,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4778138528138528,22.07,0.03
acute-nephritis,LogitBoost,4,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4761904761904762,22.32,0.03
acute-nephritis,LogitBoost,5,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4742063492063493,22.67,0.03
acute-nephritis,LogitBoost,6,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4742063492063493,22.35,0.03
acute-nephritis,LogitBoost,7,"{'clf__n_estimators': 251, 'clf__learning_rate': 0.2, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=28, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.5833333333333334,22.13,0.02
acute-nephritis,LogitBoost,8,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4685374149659863,22.19,0.02
acute-nephritis,LogitBoost,9,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.4623015873015873,22.26,0.02
acute-nephritis,LogitBoost,10,"{'clf__n_estimators': 651, 'clf__learning_rate': 0.9500000000000001, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=42, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.5833333333333334,22.84,0.04
image-segmentation,MadaBoost,1,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.2207792207792208,0.9285714285714286,0.987012987012987,0.8792756539235411,0.44538458174821816,0.751457788539508,43.31,0.09
image-segmentation,MadaBoost,2,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.974025974025974,0.14646464646464644,0.8571428571428571,0.978021978021978,0.1430320521229612,0.7238695099122422,52.41,0.06
image-segmentation,MadaBoost,3,"{'clf__n_estimators': 851, 'clf__learning_rate': 0.05, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9783549783549784,0.8333333333333333,0.953102453102453,0.9783549783549784,0.1494053084962176,0.8131972052065156,41.78,0.01
image-segmentation,MadaBoost,4,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9783549783549784,0.14502164502164502,0.8571428571428571,0.9790043290043292,0.14298832480650664,0.7238621007608586,49.12,0.09
image-segmentation,MadaBoost,5,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9956709956709956,0.14285714285714285,0.8571428571428571,0.9957983193277312,0.14285714285714285,0.7238574156912384,47.22,0.06
image-segmentation,MadaBoost,6,"{'clf__n_estimators': 851, 'clf__learning_rate': 0.05, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9783549783549784,0.8311688311688311,0.9761904761904764,0.9787064825930372,0.14317416590143867,0.8194939761117033,46.4,0.01
image-segmentation,MadaBoost,7,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9264069264069263,0.8189033189033189,0.9761904761904764,0.9282489705283824,0.16789103152739515,0.7992456612549184,41.27,0.01
image-segmentation,MadaBoost,8,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9567099567099568,0.8455988455988457,0.9761904761904762,0.9577030812324928,0.1618675936857755,0.7912459588387479,43.15,0.01
image-segmentation,MadaBoost,9,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8787878787878788,0.8412698412698412,0.9761904761904764,0.887375837431747,0.1510013555468101,0.7416407230564556,39.31,0.01
image-segmentation,MadaBoost,10,"{'clf__n_estimators': 51, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8874458874458875,0.8578643578643579,0.9776334776334776,0.8888748481848879,0.14610389610389612,0.7459917540610762,39.65,0.01
image-segmentation,AdaBoost,1,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.2207792207792208,0.9054834054834054,0.9776334776334776,0.8792756539235411,0.4808255717346626,0.7690874545611174,37.08,0.07
image-segmentation,AdaBoost,2,"{'clf__n_estimators': 851, 'clf__learning_rate': 0.8500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.974025974025974,0.14430014430014432,0.8571428571428571,0.978021978021978,0.14294459749005206,0.7238612406831267,51.97,0.17
image-segmentation,AdaBoost,3,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9696969696969696,0.7380952380952379,0.9761904761904762,0.970159794122928,0.14360050723687087,0.7572326791276315,37.89,0.01
image-segmentation,AdaBoost,4,"{'clf__n_estimators': 101, 'clf__learning_rate': 0.2, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=28,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9610389610389608,0.8102453102453102,0.9761904761904762,0.960609243697479,0.1627640036730946,0.8282890670311539,41.03,0.01
image-segmentation,AdaBoost,5,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.6111111111111113,0.9891774891774892,1.0,0.14285714285714285,0.7239142752431088,59.95,0.18
image-segmentation,AdaBoost,6,"{'clf__n_estimators': 851, 'clf__learning_rate': 0.8500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.7554112554112554,0.974025974025974,1.0,0.14285714285714285,0.72388093779835,51.79,0.17
image-segmentation,AdaBoost,7,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9393939393939394,0.8210678210678211,0.9761904761904764,0.9427076599870716,0.16793475884384976,0.7957217081683222,39.75,0.01
image-segmentation,AdaBoost,8,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9567099567099568,0.8455988455988457,0.9761904761904762,0.9577030812324928,0.15869736324281775,0.7910361159122926,37.38,0.01
image-segmentation,AdaBoost,9,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9004329004329005,0.8412698412698412,0.9761904761904764,0.9058248299319728,0.14980978617342253,0.7432578258026942,38.9,0.01
image-segmentation,AdaBoost,10,"{'clf__n_estimators': 901, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8874458874458875,0.8593073593073594,0.9776334776334776,0.8929900332225913,0.15353753990117625,0.7525259281901865,36.64,0.01
image-segmentation,LogitBoost,1,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.35064935064935066,0.9227994227994228,0.9935064935064936,0.7403290166448061,0.27577725304998035,0.6996684385073755,680.72,0.22
image-segmentation,LogitBoost,2,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.974025974025974,0.6334776334776334,0.9761904761904762,0.9770013268465279,0.14318509773055227,0.725331019617446,747.55,0.22
image-segmentation,LogitBoost,3,"{'clf__n_estimators': 251, 'clf__learning_rate': 0.05, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=8, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9913419913419912,0.9769119769119768,0.9942279942279942,0.9915966386554622,0.14321789321789322,0.7247578345056525,751.5,0.17
image-segmentation,LogitBoost,4,"{'clf__n_estimators': 251, 'clf__learning_rate': 0.05, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=8, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9826839826839828,0.9668109668109668,0.9935064935064936,0.9828994354339976,0.14416896235078053,0.7249796652342828,733.29,0.15
image-segmentation,LogitBoost,5,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=8, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9826839826839828,0.9329004329004328,0.9675324675324676,0.9845559845559846,0.14426734881280334,0.7252628359866932,766.16,0.15
image-segmentation,LogitBoost,6,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9956709956709956,0.7662337662337662,0.9227994227994228,0.9957983193277312,0.14321789321789322,0.7256384797924269,759.79,0.23
image-segmentation,LogitBoost,7,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9437229437229436,0.7142857142857143,0.9408369408369408,0.9530422887051688,0.1467707376798286,0.7243718655947886,750.37,0.23
image-segmentation,LogitBoost,8,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9783549783549784,0.4841269841269841,0.9523809523809524,0.9812030075187972,0.1435130526039617,0.7255819992557941,765.64,0.23
image-segmentation,LogitBoost,9,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.935064935064935,0.7683982683982683,0.8917748917748918,0.93694218889902,0.1425182561546198,0.7072728532930371,769.57,0.24
image-segmentation,LogitBoost,10,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9264069264069263,0.7229437229437229,0.9329004329004328,0.9280841882207428,0.1501486728759456,0.7246960572684759,756.64,0.31
ecoli,MadaBoost,1,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8684210526315791,0.24512246621621625,0.8804347826086957,0.5598958333333333,0.2184693865060713,0.8387562778369657,5.92,0.04
